Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22670618,Bhima Lone Warrior,എം.ടി. വാസുദേവന്‍നായര്‍ | M.T.Vasudevan Nair,"Nair, എം.ടി. വാസുദേവന്‍നായര്‍ | M.T.Vasudevan",,"=""9350297604""","=""9789350297605""",5,4.32,HarperPerennial,Kindle Edition,358,2013,1984,2018/05/08,2018/04/14,,,read,"Bhima: Lone Warrior is the English translation of the Malayalam epic Randamoozham. If there was one regret I had after reading this book, it was that I couldn’t read it in its original form. Few authors can narrate the tale of the Mahabharata with such poise and elegance, keeping the narrative true to the original Vyasa’s (Krishna Dvaipayana) poem, and the author, known as MT, deserves all the praise he has received for it.<br/><br/>As the title suggests, Bhima is the central character of the book, and the author narrates the tale from his perspective - his thoughts, his anxiety, his interactions with the others, and the trials and tribulations he goes through during different phases of his life, right from his childhood. We get acquainted with a Bhima who is forever second in line, always considered dull witted, and whose accomplishments never get their due - be it praise for his strength and valor, or reward for his deeds. He is constantly used as a tool to solve a bigger purpose, and the angst and sorrow he feels when he realizes that, but refuses to speak up or go against it, to keep up his impression of being a “blockhead” , are some of the more poignant moments  in the tale.<br/><br/>Like Yuganta, this book strips off all the divinity associated with the Mahabharata, and speaks of a tale of humans in ancient India, with very relatable human emotions - anger, greed, lust, jealousy and so forth. There’s no character who is without flaws, and that makes their stature grow. One doesn’t need to reiterate that the Mahabharata contains everything one can imagine, and MT brings out the nuances of every incident, be it big or small, in a seamless narrative. Extensive research has been done regarding the landscape, art, industry and traditions of that time, and it gives the reader an immersive experience of a glorious past.<br/><br/>The author’s imaginative prowess is in full display when he plays the “God of the gaps”, by drawing logical conclusions to how, many circumstances played out. Vyasa’s poem changes subject after a few moments of silence ; To interpret the sequence of events is indeed an onerous task, and I must say that he has done a commendable job. It ends the same way too, leaving it to the reader to interpret if Bhima has failed one last time or has finally been set free from his clutches. <br/><br/>Bhima is a one of a kind book, and a treasure of the Indian literary tradition, which will be rejoiced and celebrated for generations to come. ",,,1,0
16115622,Land of the Seven Rivers: A Brief History of India's Geography,Sanjeev Sanyal,"Sanyal, Sanjeev",,"=""0670086398""","=""9780670086399""",4,4.03,Penguin Global,Hardcover,352,2012,2012,2018/04/01,2018/02/15,,,read,"It is no mean task to tell the story of a civilization as old and as varied as India’s. Few people can provide a narrative which is compelling and engaging, and construct a thread of events which link the people of 21st century India with their ancestors from many millennia ago, and for this, the author, Sanjeev Sanyal, deserves to be commended. <br/><br/>Having read the “Ocean of Churn” already, one notices there is quite a bit of overlap between the two books. While this book is an attempt to be “a history of India’s geography and a geography of India’s history” , it tends to be more historical than geographical. That being said, there are certain intriguing nuggets which do make the reader ponder. The fact that Indians didn’t indulge in cartography, in spite of all the ingredients necessary for a people to do so, is quite strange. As we find out, making accurate maps went a long way in establishing superiority and was one of the most important technological advancements in the last 500 years. <br/><br/>Many a times during the course of this book, we are drawn to notice the similarities in culture, tradition, and thought between present day Indians and our ancestors. While it flows naturally on most occasions, at certain points it feels interjected just to establish a link.<br/><br/>What I feel is the book’s triumph is to make the reader understand the various twists and turns in tide of the Indic civilization. The fact that 21st century India is growing to be one of the leading economies of the world, in spite of the various attacks, colonization and destruction to its body and soul, is a testimony to the resilience of the country and its people. It makes one understand their small place in the vastness of time, and feel proud to be a small part of this great civilization.",,,1,0
1906759,The Rigveda: A historical analysis,Shrikant G. Talageri,"Talageri, Shrikant G.",,"=""8177420100""","=""9788177420104""",0,4.43,Aditya Prakashan,Hardcover,520,2000,2000,,2018/03/30,to-read,to-read (#16),to-read,,,,0,0
21239109,When Did The Mahabharata War Happen? :The Mystery of Arundhati,Nilesh Nilkanth Oak,"Oak, Nilesh Nilkanth",,"=""1439283486""","=""9781439283486""",4,4.14,Danphe,Kindle Edition,269,2011,2011,2018/02/14,2018/01/02,,,read,"It's not often that you read a book outside of academia, which provides you a wealth of information and value, while building your curiosity. Nilesh Nilkanth Oak has done just that, with his rigorous and  scientific method of approach in ascertaining the date and time period of the Mahabharata war. <br/><br/>The author, like many previous Mahabharata researchers, has taken the astronomical references provided within the Mahabharata text itself, to determine this. The book reads like a research paper, focusing on various aspects - his approach and methodology, assumptions, corroboration of star and planetary movements obtained through software simulations, with the actual scriptures, dissecting various other proposals, conducting falsifiability tests, and fitting a timeline which does not ignore or explain away any of the references.<br/><br/>It becomes clear very early on that this is an extremely tedious process and requires expertise in various fields. The author does his best to give us a primer on different astronomy basics, timelines and translations of all the references he has used. Even without his conclusions and assertions, the book stands out as an excellent reference to the events which happened during the war.<br/><br/>The crux of the book, as the title suggests, is ""The Mystery of Arundathi"", which is the motion of star Arundathi ahead of Vasistha, something which wasn't explained by any other researchers so far. The author, by good fortune, diligence and with the help of technology, has proven this occurrence did indeed happen, thus giving him an upper and lower bound on the time period of the war, from which he built his case.<br/><br/>As I read the book, I had the nagging feeling that the date proposed by the author, while extremely accurate in terms of corroborating references within the text, goes against almost all of traditional scholarship in terms of civilizational development of humans. The author does address this at the end of the book, as a reason to explore our traditional methods of archaeological studies. However, that explanation seemed a bit unsatisfactory to me. <br/><br/>It was fascinating to read about the extent of detail recorded before, during and after these events, by ancient astronomers. No doubt, it has piqued my interest to learn and explore the Mahabharata further. And I feel, as stated by the author, his success lies in piquing that interest among the readers of this book.",,,1,0
35909297,The Educational Heritage of Ancient India : How an Ecosystem of Learning Was Laid to Waste,Sahana Singh,"Singh, Sahana",,"=""194758653X""","=""9781947586536""",3,4.40,Notion Press,Kindle Edition,82,2017,2017,2017/08/07,2017/08/03,,,read,"A cursory look at India's glorious educational past, and the events which have led to its current, degraded state. While we've often heard of Takshshila, Nalanda, Vikramshila and other universities of yore, we don't learn much about how these universities came about and functioned under the patronage of various kings, in a conducive and collaborative ecosystem. Reading the accounts of students, both native and foreign, who went through many hardships in order to secure a place and study in these centers of excellence was a bitter-sweet experience. Countless experts and world renowned personalities in the fields of astronomy, medicine, mathematics, arts and so forth have produced their best works and treatises here. <br/><br/>That our civilization, which was at the forefront of scientific and technological advances at the time, had been subject to repeated invasions, first by Muslim rulers, who destroyed thousands of books and centers of learning, and later by the British, who imposed English while treating local languages as inferior and less cultured, ultimately led to the disconnect with our glorious past, and a prolonged lack of any advancement in the sciences.<br/><br/>The author concludes by urging us to learn from our past and reclaim the heights we were known for by standing for the truth.",,,1,0
22535480,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301268""","=""9780062301260""",4,4.12,Ecco,ebook,416,2015,2015,2017/09/22,2017/09/05,,,read,"For quite some time I've subscribed to the view that Elon Musk is the greatest mind of the 21st century. SpaceX, Tesla, Solar City and the rest of his companies have been groundbreaking and pushed the limits of human capability, and we owe it to his singular capability to state the impossible and achieve it. My curiosity to learn how it all began, and what makes Musk, Musk, led me to read this excellent biography by Ashlee Vance. It is to his credit that he has uncovered a complex personality and delved deep into how his mind works, and at the same time keep the reader engaged and not feel left out.<br/><br/>We learn about Musk's unique and harsh life experiences as a kid, his photographic memory, his grasp of concepts and self learning ability and his deep rooted visions for the world and humanity inspired by science fiction and comics.<br/><br/>Musk worked odd jobs after moving to Canada from South Africa, before realizing he must tap into the dot-com boom. After obtaining a dual degree in Physics and Economics from UPenn, he kicked off his first startup Zip2, an online yellow pages website, and later followed it up with X.com, designed to be an online bank, later merged to become PayPal. <br/><br/>Musk's experience with these two companies, where he lost favor as a CEO due to investor pressure, led him to become a totalitarian in his subsequent companies. His ultimate dream was to make humans an interplanetary species, and it is with this vision that he founded SpaceX and followed up with Tesla.<br/><br/>Musk's most challenging time came during this period between 2003-10, where he spearheaded not one but two companies, both started from scratch, both looking to upset the established order, one against decades old experienced space organizations like NASA, Roscomos, etc. and other against decades old experienced car companies like Ford, General Motors etc. Electric cars and cheap rockets have been a pipe dream of many a billionaire only to see them go into oblivion. Musk went all in, faced tremendous pressure, and was within one week of going bankrupt, when Falcon 1 made history on it's fourth attempt by becoming the first privately developed launch vehicle to orbit the Earth. It resulted in a $1.6 billion contract awarded by NASA, breathing money into the company and saving both from going bankrupt. This period, more than anything, shows us how Musk is far from a normal entrepreneur. Money has never been his goal, and he is willing to risk everything to bring to life what he believes will take the human race ahead.<br/><br/>Tesla brought about it's own challenges as well, from designing a battery pack, which was secure and efficient, to obtain funding for factories to produce cars on a large scale. Wave after wave of challenges kept bombarding Musk, but he stood relentless in his pursuit of making an electric car which would be desired by the masses. Model S ended up being rated not just the best electric car, but the best car, period. <br/><br/>As it is inevitable with people of such high caliber, Musk was far from being an ideal CEO. His interpersonal relationships with his colleagues was devoid of any emotion or empathy, and he routinely discarded people who've toiled for him for years, when he felt they were no longer needed, or they weren't up to his exacting standards. Call it ego, or his psyche, Musk was intolerant to human foibles, and felt a person's life was meaningless if they didn't fully commit themselves to the task of enhancing humanity.<br/><br/>During the course of the book, Musk's demeanor and perception are often compared to that of Steve Jobs, and his astute sense of technology and it's impact to that of  Bill Gates. In hindsight, Musk seems to a unique concoction of these two, taking technology and human potential to stratospheric heights, in trying to make the world a better place to live in and inspiring millions into believing that dreams can come true.",,,1,0
17187815,Blood Red Sari (Kali Rising #1),Ashok Banker,"Banker, Ashok",,"=""9350293218""","=""9789350293218""",1,2.81,HarperCollins,Paperback,300,2012,2012,2017/12/30,2017/12/30,,,read,"I don't think I've given a lower rating for any book I've read so far. I would have given it 0 stars if I could. That should, in a nutshell, explain how I felt about this book. A terribly slow and sluggish novel, with a wafer-thin plot about a manila envelope and how three women try to discover the meaning of it's contents, disguised within the authors failed attempt to make the narrative thrilling. <br/><br/>Right from the first page, one gets the impression that the aim of the book was to eventually make it a movie. Unnecessary descriptions, too much emphasis on the handicap of one of the central character, and purposeless chase scenes, make the book an inescapable drag.  <br/><br/>Any book positioned as the first in a series, still needs to standout as a solitary novel. All this book does is to set things up for future novels, and by the time the ""reveal"" is made, it made me wish I hadn't read this book in the first place.<br/><br/>I think it's safe to say I won't be reading it's sequels.",,,1,0
24709327,"Scion of Ikshvaku (Ram Chandra, #1)",Amish Tripathi,"Tripathi, Amish",,"=""9385152149""","=""9789385152146""",3,3.86,Westland Publication,Paperback,354,2015,2015,2017/11/17,2017/11/17,,,read,"Not too impressed with the first book of the Ram Chandra Series, primarily because the writing style is exactly the same as that of the Shiva trilogy. While one might argue that it was successful, I felt it didn’t make the narrative interesting enough. I also felt the need to “humanize” all aspects of Lord Ram and the subtle but not-so-subtle analogies of present day events in India to that of a 5000 year old civilization felt flat. Overall, an average read, strictly for people who want to keep up with Amish’s work. ",,,1,0
21156001,Sri Ramanuja His Life Religion and Philosophy,Tapasyananda,"Tapasyananda, Tapasyananda",,"=""""","=""""",4,3.80,"Sri Ramakrishna Math, Chennai.",Kindle Edition,79,2013,2013,2017/11/03,2017/10/29,,,read,"A primer on the life of the Sri Vaishnava philosopher, Ramanuja, with an introduction to Vishishtadvaita and its differences with Sankaracharya’s Advaita. Ramanuja was a great integrator, and his success lies in combining the devotional aspect of the Azhwars, with the Vedantic Upanishads. <br/><br/>As an introductory book, it helped clarify some basic doubts I had on the origins of Vaishnavism. However, the philosophical aspects were hard to comprehend, which, in retrospect, was expected. A re-reading of the book as well as reading other books would help in understanding that better.",,,1,0
1007172,The Bachelor of Arts,R.K. Narayan,"Narayan, R.K.",,"=""0226568334""","=""9780226568331""",5,3.85,University of Chicago Press,Paperback,266,1994,1937,2017/10/28,2017/10/24,,,read,"I’m too small a person to comment on R K Narayan’s writing but I can safely claim that he has an inimitable style which makes you appreciate the nuances of day-to-day life and transports you into the setting of his semi-fictional world. Set in the background of Malgudi, The Bachelor of Arts is part two of the trilogy starting with Swami and Friends and traces the life of Chandran, and his experiences in colonial era India as a college student, who later falls in love and gets heartbroken, leading to a stint as a Sanyasi in Madras before returning to Malgudi, after realizing the sacrifices his family has made for him and how their love needs to be reciprocated. <br/><br/>If one were familiar with how “Tambrahm” uncles speak, one would notice that R K Narayan’s sentence construction is largely an English version of the same. Personally, that is what made it more enjoyable to me. There’s ample doses of the dry and sarcastic humor, and the usual fretting over the “orthodox and right way” of doing things. Chandran might seem a spoilt kid in some ways, but the decency of his approach and his thought process, his internalizations and deductions on the nature of life and his personal opinions on people and places around him are so relatable a century later, especially for someone who has been through a similar orthodox upbringing.<br/><br/>It is interesting to visualize the mindset of people who lived in the latter part of the British empire, how status was a deeply personal matter among the upper-class society, how marrying a girl above 15 years of age was seen as something negative, and how job referrals were not so different from how they are today. It was also funny to see how Madras was seen as far more cosmopolitan back in the day, and people “rude” to not even look the eye.<br/><br/>It would be silly to judge the actions of the characters in the book by today’s standards, something which we have been accustomed to of late. It is best enjoyed by allowing yourself to be transported to a bygone era, and let the author spin his charm.",,,1,0
35717719,The Mahabharata Murders,Arnab Ray,"Ray, Arnab",,"=""""","=""""",4,3.76,,Kindle Edition,199,2017,,2017/09/25,2017/09/23,favorites,favorites (#6),read,"After a series of non-fiction books, it was good to get back to fiction with this crisp and meticulous whodunit, The Mahabharata Murders. <br/><br/>One of the most tantalizing aspects of the Mahabharata is the depth each character has, enabling readers and writers throughout history to imagine and interpret them in innumerable ways. And with every new interpretation, you unlock a new facet, previously undiscovered, and yearn to dive into its expanse again.<br/><br/>Set in the backdrop of Kolkata and its suburbs, Arnab Ray walks us through a series of murders from the perspective of the protagonist, Ruksana Ahmed, a senior homicide detective of the Kolkata police force. An honest politician,  an ""art"" filmmaker, a genius entrepreneur, a degenerate forensic expert and many others are introduced, as the story picks up pace with each murder being more macabre and sinister, while simultaneously revealing the underlying connection with the epic's most famous characters - Draupadi, Nakula, Sahadeva, Arjuna, Bheema, Yudhishtra and the murderer himself, Duryodhana.<br/><br/>There tends to be a fine line between an excellent mystery novel and an average one, and it heavily depends on the narration and the ability to maintain the suspense till the exposé. The author treads this line in a delightful fashion, giving us insights into the protagonist's thought process, interspersed with grim flashbacks which have shaped her and scarred her. <br/><br/>The sequence of events reach a crescendo towards the climax, and then diffuses in an admirable fashion, like boiled milk overflowing a vessel, sure to satisfy the reader in every way. That ""Aha"" moment, when you realize that the answer was staring at you all along, is what every mystery novel strives for, but few achieve it in such a nuanced and refined manner, as has this author.<br/><br/>On an aside, this book improved my vocabulary quite a bit.<br/><br/>Definitely a worthwhile read and yet another hat tip to the greatness of the Mahabharata.",,,1,0
33395538,Astrophysics for People in a Hurry (Astrophysics for People in a Hurry Series),Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""""","=""""",4,4.08,W. W. Norton & Company,Kindle Edition,222,2017,2017,2017/06/22,2017/06/15,,,read,"In spite of a sample size of just one astrophysics book read so far, I'd like to rate this book as a very good introduction to the nature of the universe we live in, and our pursuit in discovering it's msyteries. Neil deGrasse Tyson explains in easy-to-understand language, how and why we came to be - right from the Big Bang, to the nature of elements, from dark matter and dark energy to supernovas and pulsars , from general relativity and the electromagnetic spectrum to our most recent discoveries of exoplanets. It was refreshing to revisit various high school subjects through the lens of Astrophysics. The book does just enough to answer the most basic questions one would have about the cosmos, and at the same time pique the reader's interest to delve deeper. And that, I believe, is the book and the author's most splendid achievement.",,,1,0
21878187,Therigatha: Poems of the First Buddhist Women (Murty Classical Library of India),Charles Hallisey,"Hallisey, Charles",,"=""0674427734""","=""9780674427730""",0,4.14,Harvard University Press,Hardcover,336,2015,-350,,2017/04/24,to-read,to-read (#15),to-read,,,,0,0
19250223,The Arctic Home in the Vedas,Bal Gangadhar Tilak,"Tilak, Bal Gangadhar",,"=""""","=""""",0,4.10,Arktos Media Ltd.,Kindle Edition,488,2011,1903,,2017/04/21,to-read,to-read (#14),to-read,,,,0,0
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",0,3.90,Houghton Mifflin Co.,Hardcover,374,2006,2006,,2015/04/19,to-read,to-read (#13),to-read,,,,0,0
639864,Autobiography of a Yogi,Paramahansa Yogananda,"Yogananda, Paramahansa",,"=""0876120834""","=""9780876120835""",0,4.25,Self-Realization Fellowship,Paperback,503,2000,1946,,2017/02/20,to-read,to-read (#12),to-read,,,,0,0
11382184,The Optimism Bias: A Tour of the Irrationally Positive Brain,Tali Sharot,"Sharot, Tali",,"=""0307379833""","=""9780307379832""",0,3.77,Vintage,Kindle Edition,272,2011,2011,,2017/02/20,to-read,to-read (#11),to-read,,,,0,0
13099825,Being Different: An Indian Challenge to Western Universalism,Rajiv Malhotra,"Malhotra, Rajiv",,"=""9350291908""","=""9789350291900""",0,4.44,Harper Collins,Hardcover,482,2011,2011,,2017/02/09,to-read,to-read (#10),to-read,,,,0,0
33549982,Public Policy : a citizen's guide,Vision India Foundation,"Foundation, Vision India",,"=""""","=""9788193204917""",5,4.10,Vision India Foundation,Paperback,160,2016,,2017/01/03,2016/12/22,,,read,"How is our country governed? What are its various organs, tiers and aspects, and how do they impact our day-to-day life? How can we as citizens, understand public policy and play a role in shaping them to improve our standard of living? These, and many other aspects of our democracy and governance are answered in a clean and cohesive manner in this book. It aims to address the citizen who yearns to be aware of how the government machinery works for him/her, and what he/she can do to make it better. <br/><br/>I was impressed with the carefully structured format of the book, and the detailed explanations on a wide variety of key topics - our parliament, elections, public administration, the budget, grievance redressal etc. The importance of local body governments and it's functioning was an eye opener, as was the role of a civil society. Exercises and QR codes providing nuggets of information were an added bonus, making the reading enjoyable and engaging. There is also useful information on how we can engage in public policy and the various career opportunities in this field. <br/><br/>I learnt a lot from this book, and I feel it should be part of our schooling system as a textbook or as a reference book. <br/>",,,1,0
6648001,The Secret History of the Mongol Queens: How the Daughters of Genghis Khan Rescued His Empire,Jack Weatherford,"Weatherford, Jack",,"=""0307407152""","=""9780307407153""",0,3.93,Crown Publishers,Hardcover,317,2010,2010,,2017/01/02,to-read,to-read (#9),to-read,,,,0,0
103226,The History of Money,Jack Weatherford,"Weatherford, Jack",,"=""0609801724""","=""9780609801727""",0,3.91,Crown Currency,Paperback,304,1998,1997,,2017/01/02,to-read,to-read (#8),to-read,,,,0,0
64794,Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),Gary Zukav,"Zukav, Gary",,"=""""","=""""",0,4.01,Perennial Classics,Paperback,416,2001,1979,,2016/12/31,to-read,to-read (#7),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2016/12/31,to-read,to-read (#6),to-read,,,,0,0
3640,Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,"Weatherford, Jack",,"=""0449904962""","=""9780449904961""",0,4.12,Ballantine Books,Paperback,272,1989,1988,,2016/12/31,to-read,to-read (#5),to-read,,,,0,0
17931651,The Beautiful Tree: Indigenous Indian Education in the Eighteenth Century,Dharampal,"Dharampal, Dharampal",,"=""""","=""""",0,4.38,"Other India Press Mapusa 403 507, Goa, India",Unknown Binding,436,,1983,,2016/12/31,to-read,to-read (#4),to-read,,,,0,0
32618967,An Era of Darkness: The British Empire in India,Shashi Tharoor,"Tharoor, Shashi",,"=""938306465X""","=""9789383064656""",5,4.17,Aleph Book Company,Hardcover,360,2016,2016,2016/12/12,2016/11/07,favorites,favorites (#5),read,"""The British rule was good for India"", is a common argument put forth by apologists for the Raj, both in India and elsewhere. Tharoor, in his latest book, debunks, denounces, debases and ultimately destroys this argument and the various claims to support it. <br/><br/>The grim realities of British colonialism and its effects and consequences are examined in great detail, displaying at every stage, the supremely self-serving nature of the ""elite rulers"", with little to no regard for their ""subjects"". The mere fact that the British left one of the leading economies of the world at the time they took control of the country, to one reeling in tatters, as one of the poorest, illiterate and diseased societies in the world at the time of our Independence is abhorrent enough. But to read about their systematic strangulation of every aspect of our country - be it religion, culture, wealth, natural resources, established practices and so forth, with a highly narcissistic attitude, leading to such monstrous acts, leaves one numb. <br/><br/>How, could a society which claimed to conquer and rule for the benefit of its conquered, and which held such high standards of being the torchbearer of liberalism and free speech, subjugate and humiliate countless denizens, with such rapaciousness, one wonders. The massacre of Jallianwala Bagh, the intentional starvation and death of millions in the various famines, the idea and execution of the divide between Hindus and Muslims, the introduction of a racist and biased Penal Code which has repercussions to this day, are some of the many despicable legacies of colonialism. The very psyche of Indians changed forever, with over 200 years of imperial browbeating.<br/><br/>Tharoor is a master with words, and his lucid responses (to Niall Ferguson in particular) are both cruel and delightful to read. The supposed benefits of the British ""giving"" us Railways, a ""free"" press and ""rule of the law"" are all addressed in more detail than any apologist would like to debate.  He also makes it clear that we are not passing the buck to the British on our failures as a country post-Independence, but rather to understand the wrongs of the past and how it has led to our present state. Above all, the self-respect which comes with owning up to our decisions, right or wrong, was always withheld by the British, which is as grave a sin as any.<br/><br/>That India has come out of such barbaric times to rise up as one of the largest economies in the world is a credit to its strong leaders and citizens' indomitable spirit. It would do a great disservice to the lost lives of countless freedom fighters and victims of the colonial era, if we were to ascribe our successes as a hat tip to their legacy.<br/><br/>A must read for every Indian.",,,1,0
961520,Yuganta: The End of an Epoch,Irawati Karve,"Karve, Irawati",,"=""8125014241""","=""9788125014249""",4,4.17,Disha Books,Paperback,217,2008,1967,2016/02/15,2016/01/05,favorites,favorites (#3),read,"If setting a precedent as to what one can expect by reading a book, and delivering on that promise, was  a measure of a book's stature, then Yuganta by Irawati Karve ranks very high in that regard. It presents a realistic take on the events of the Mahabharata and explores the main characters in depth, as humans, stripping them of their divinity. What made it compelling was the concise, no-nonsense narration, the evidence which backed the author's interpretation, and the logical conclusion one can derive from these events.<br/><br/>The author essentially splits the story into two parts - the harsh, realism of the original text and the soft, mellowed down and effusive nature of the text with later interpolations and incongruencies, after analyzing the critical edition of the Mahabharata (which is the earliest available script in existence) leading to the exalted status of many of the characters, including Krishna, as a God and culminating in the bhakti tradition which is now widely prevalent.<br/><br/>The book reaffirmed a lot of truths I have been cognizant of late - of Karna's cowardly and selfish nature, of Yudhishtra being the real hero of the epic, of the euphemisms and alternate stories involving God's <br/>to explain copulation, and so forth. But it also described a lot of events I wasn't aware of before - of how Dhritarashtra and Gandhari met their eventual end, of Draupadi's question to Yudhishtra in the face of being stripped in public, of Asvatthama's reluctance to adhere to his dharma, to name a few.<br/><br/>A lot of the later interpolation is attributed to Brahmans, starting with the Brighu clan. The author deduces that the Brahmans became the bearers of the Mahabharata from the original ""Sutas"", and Vyasa and his followers, compiled them by including stories of their own clan. These explain the crude and out of context stories like those of Parashuram, the burning of Indraprastha on Agni's request, etc.<br/><br/>It questions the fundamental nature of questioning prevalent in the vedic times, and the lack of it since then. It portrays the fragile nature of humanity, and how it is impossible for humans to display extreme and idealistic notions and virtues, as portrayed in the later editions. <br/><br/>The author mentions in the preface that this book is her way of making the younger generation agree with her point of view and that she shall consider it a victory if they think her interpretation is wrong and read the Mahabharata just to prove so. While I do not completely agree with all her conclusions, especially those skeptical on the divine, it has indeed further piqued my interest in continuing my pursuit of the knowledge of the Vedas and delving further into the ever-inspiring and deeply profound well of enlightenment that the Mahabharata is. <br/>",,,1,0
106139,The Man Who Knew Infinity: A Life of the Genius Ramanujan,Robert Kanigel,"Kanigel, Robert",,"=""0349104522""","=""9780349104522""",4,4.03,Abacus,Paperback,438,1992,1991,2015/12/19,2015/11/15,favorites,favorites (#2),read,,,,1,0
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",5,4.30,Anchor,Paperback,432,2000,1999,2016/09/19,2016/07/08,favorites,favorites (#4),read,"If you're looking for an excellent primer to the world of cryptography and cryptanalysis, then The Code Book, is the one you must lay your hands on. <br/><br/>The book can be looked at in three perspectives. At a micro level, it is a guide to the various techniques of secret writing, and how they can be deciphered. Right from Caesar's cipher to quantum cryptography, the book traces how encryption and decryption has evolved in the last two millennia, which, by itself is fascinating. <br/><br/>Second, it can be looked at as a history book. Not many of us may be aware of how cryptography has shaped world history, and it might come as a shock to know some of the key moments in countless wars were decided by the strength or weakness of a particular cipher. Be it the cracking of the enigma during World War II, or Charles Babbage's excellent method of cracking the ""Le Chiffre Indechiffrable"", it is a treat for history lovers.<br/><br/>Finally, the book is a testimony to the will power and ingenuity of countless skilled men and women, who at various points of time, have contributed in one way or the other, knowingly or unknowingly, to ensure a safer and better world for us all. The constant battle between the cryptanalysts and the cryptographers is a recurring theme throughout the book, each one taking the lead in turns. <br/><br/>Published in 1999, Simon Singh gives a hint at the future of encryption and also on how it would affect the privacy of every individual, something which is now transpiring. Would the code breakers have the final say, or will the code makers thwart their attempts again? It remains to be seen.",,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5,4.16,Simon & Schuster,Hardcover,630,2011,2011,2015/02/26,2015/01/22,favorites,favorites (#1),read,"I was a big fan of Apple and it's products and Steve Jobs, prior to reading this book. While my awe for the company and its products has gone up a notch, my perspective on Steve Jobs has changed significantly. Walter Isaacson beautifully traverses through the life of the greatest businessman of our times, and as we go along his journey from being an adopted son, to a college dropout experimenting with LSD and Zen culture, to founding Apple with the ""other"" Steve, being kicked out, starting NeXT, Pixar, and then returning for a second stint at Apple which transformed it into the world's most valuable and creative company, we learn about jobs innate sense of design, his obsession to have total end to end contorl on all of his products, his vision, and the pleasure he takes from developing products which are at the interestion of art and technology.<br/><br/>Jobs's relationship with Bill Gates is a recurring theme throughout the book, and one that I enjoyed the most. It was fascinating to learn how the two greatest pioneers of technology shaped the course of computers, software and hardware for decades to come, and how they were successful in their own approaches. The great debate of ""open vs closed"" systems, was in essence Steve Jobs vs Bill Gates.<br/><br/>There is also the highly temperamental, highly selfish, and highly arrogant nature of Jobs, which has been put into context by Walter Isaacson. He does not care about his friends, claims other's idea's as his, and makes unfair judgement on everyone. While that diminished my respect for the man, it shows how no one's perfect and also what it takes to build a company which would stand the test of time, and how brutal  and harsh life can be. Jobs never lets emotions stand in his way, he, in fact, goes the opposite way, by hurting people close to him in the most damaging way one can fathom, in order to make them realize their potential. His ""reality distortion field"", is one which is emphasized throughout, and while it's hard to believe it worked, the results proved otherwise.<br/><br/>Jobs is also not a model father, husband, son or brother, but very few people close to him, hated him for what he was. He was loved and respected by his family and colleagues, who knew how to stand up to his binary view of the world, and at the same time not alienate themselves.<br/><br/>As one reads about his thoughts as he approached his last days, as to what he wanted his legacy to be - that of building a company which stood the test of time,to make magical products resulting out of integrated hardware and software, to prioritize on product development driving profits rather than vice versa and contributing to the never-ending legacy of Silicon Valley, we realize he has achieved exactly that, in his relatively short lifespan.<br/><br/>Steve Jobs by Walter Isaacson is a must read for anyone interested in technology, and interested in learning how the industry has become what it has today. It shows us what it takes to build a company like Apple, and is an honest and untarnished summary of the man who revolutionized the computer, music and mobile phone industries.",,,1,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",3,3.94,Harper Press,Paperback,170,2005,-500,2016/12/22,2016/12/19,,,read,"A treatise on war and military strategy. For a manuscript written around 500 B.C, it surprises, with a lot of insights relevant to modern warfare. It would also be of more interest to someone employed in the armed forces than a layman. ",,,1,0
